index,rank_2027,rank_2026,institution_name,country_territory,region,size,focus,research_intensity,status,academic_reputation_score,academic_reputation_rank,employer_reputation_score,employer_reputation_rank,faculty_student_score,faculty_student_rank,citations_per_faculty_score,citations_per_faculty_rank,international_faculty_score,international_faculty_rank,international_students_score,international_students_rank,international_research_network_score,international_research_network_rank,employment_outcomes_score,employment_outcomes_rank,sustainability_score,sustainability_rank,overall_score
586,581,650,University of Brescia,Italy,Europe,M,FO,VH,Public,9.2,701+,4.8,701+,6.5,801+,93.2,85,2,801+,7.7,801+,56.9,784,13.5,801+,64.4,520=,28.8
587,581,618,Zhengzhou University,China (Mainland),Asia,XL,FC,VH,Public,7.6,701+,15.8,701+,7,801+,92.3,89,1.4,801+,3.6,801+,66.6,642,9.8,801+,41.8,801+,28.8
588,588,575,Brno University of Technology,Czechia,Europe,L,FO,VH,Public,17.5,680,34.1,403,39.3,509,12.7,801+,23.9,681,76,252,79.8,388,15.5,801+,65.3,497=,28.7
589,588,664,Indian Institute of Technology Hyderabad (IITH),India,Asia,M,FO,VH,Public,12.7,701+,18.2,701+,15.5,801+,86.8,123,1.3,801+,1.6,801+,18.6,801+,12.6,801+,54.2,772=,28.7
590,588,635,Saarland University,Germany,Europe,L,FC,VH,Public,16.5,701+,5.7,701+,91.5,98,13.8,801+,24.2,676,68.4,303,71.8,541,39.2,463,39.1,801+,28.7
591,588,609,Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),Malaysia,Asia,M,CO,VH,Public,16,701+,10.1,701+,21.5,801+,59.2,282,41.8,513,21.5,718,56.6,791,7.3,801+,63.8,533=,28.7
592,588,542,University of the Punjab,Pakistan,Asia,XL,CO,VH,Public,18.8,633,48.3,264,4.4,801+,28.5,608,4,801+,1.7,801+,75.6,470,85.4,129,50.2,801+,28.7
593,588,595,Zayed University,United Arab Emirates,Asia,M,FO,VH,Public,16.2,701+,27.2,511,31.4,607,27,631,100,19,2.9,801+,46.8,801+,43.4,427,55.6,738=,28.7
594,594,487,Technische Universität Bergakademie Freiberg,Germany,Europe,S,FO,VH,Public,7.6,701+,6,701+,16.9,801+,65.2,242,67.6,362,100,39,34.9,801+,4.2,801+,31.5,801+,28.6
595,595,584,Eötvös Loránd University,Hungary,Europe,XL,CO,VH,Public,29.3,423,30.5,459,16.7,801+,10,801+,7.2,801+,25.2,660,84,293,66.3,239,71,374=,28.5
596,595,609,Ulster University,United Kingdom,Europe,L,CO,VH,Public,13.2,701+,22.2,628,8.8,801+,18.8,754,100,97,92.3,158,76.1,461,10.4,801+,76.9,267,28.5
597,597,597,Tulane University,United States of America,Americas,L,FC,VH,Private not for Profit,13.4,701+,10.5,701+,87.9,116,16.2,801+,22.8,692,16.9,794,80.1,381,48.8,374,71.3,371=,28.4
598,597,530,University of Iowa,United States of America,Americas,L,FC,VH,Public,23.3,534,12,701+,44.6,441,23.5,689,52.1,454,7,801+,69.4,590,42,439,63.5,539=,28.4
599,597,691,"Vellore Institute of Technology (VIT), Vellore, India",India,Asia,XL,CO,VH,Private not for Profit,22.8,542,36.2,378,9.7,801+,36.8,505,3.4,801+,4.3,801+,87.3,221,13.2,801+,72.1,350=,28.4
600,600,660,Ca' Foscari University of Venice,Italy,Europe,M,CO,VH,Public,29.2,424,22.2,627,10.9,801+,23.4,691,39.9,524,18.3,766,72.3,529,25.5,659,76.6,271=,28.3
601,600,686,"China University of Petroleum, Beijing",China (Mainland),Asia,L,FO,VH,Public,4.9,701+,12.5,701+,9.5,801+,97.4,57,12.1,801+,10.1,801+,28.9,801+,24.8,677,37.8,801+,28.3
602,600,595,Federal University of Minas Gerais (UFMG),Brazil,Americas,XL,FC,VH,Public,46.1,263,12,701+,16.4,801+,12,801+,9.1,801+,2.2,801+,67,634,44.8,413,74.4,312=,28.3
603,600,643,Manchester Metropolitan University,United Kingdom,Europe,XL,CO,VH,Public,21.4,568,17.7,701+,9,801+,17.1,789,63.7,383,69.6,296,87.9,216,17.7,801+,82.8,183=,28.3
604,600,635,Tallinn University of Technology (TalTech),Estonia,Europe,M,FO,VH,Public,16.6,701+,19.6,680,35.5,552,26.3,644,48.5,482,17.5,782,76.8,447,63.1,255,49.6,801+,28.3
605,600,563,University of Debrecen,Hungary,Europe,L,FC,HI,Public,23.6,527,23.9,577,42.8,461,7,801+,14.3,801+,73.7,268,77.1,439,23.6,705,74,318=,28.3
606,600,584,University of Dhaka,Bangladesh,Asia,XL,FC,HI,Public,28.3,439,50.8,242,8,801+,8,801+,2,801+,1.4,801+,61.1,730,95,69,60.6,610,28.3
607,600,558,University of Kwazulu-Natal,South Africa,Africa,XL,FC,VH,Public,18.2,659,14.1,701+,5.7,801+,41.4,458,22.1,703,1.8,801+,96.3,63,76.5,185,65.7,487=,28.3
608,608,591,American University of Ras Al Khaimah,United Arab Emirates,Asia,S,SP,LO,Public,10.9,701+,7.4,701+,40.7,489,33,554,100,1=,100,9,14.4,801+,33.5,524,40.1,801+,28.2
609,608,643,Free University of Bozen-Bolzano,Italy,Europe,S,FO,VH,Public,9.2,701+,3.5,701+,22.2,793,67.1,230,54.5,434,54.3,395,57.8,775,8.1,801+,35,801+,28.2
610,608,555,Lahore University of Management Sciences (LUMS),Pakistan,Asia,S,FO,VH,Private not for Profit,19.5,616,66.9,155,30.8,621,14.2,801+,5.4,801+,2.5,801+,18.3,801+,71.3,206,54.5,764=,28.2
611,608,597,Management and Science University,Malaysia,Asia,S,CO,VH,Private for Profit,24.2,512,13.3,701+,60.7,300,3.4,801+,100,98,100,35,11.6,801+,10.1,801+,45.5,801+,28.2
612,608,597,Taipei Medical University (TMU),Taiwan,Asia,M,FO,VH,Private not for Profit,14,701+,10.9,701+,94.3,85,36.2,517,17.4,782,23.3,685,22.7,801+,17.6,801+,56.8,700=,28.2
613,613,604,National Chengchi University,Taiwan,Asia,L,FO,HI,Public,28,445,46.7,278,18.4,801+,3.1,801+,27.5,630,35.1,554,12.9,801+,95.3,65,57.7,677=,28.1
614,613,587,Université Claude Bernard Lyon 1,France,Europe,XL,CO,VH,Public,24.7,498,7.4,701+,7.3,801+,54,331,8.6,801+,18.8,755,93.2,129,14.3,801+,49.6,801+,28.1
615,613,578,Universiti Teknologi Brunei,Brunei Darussalam,Asia,S,FO,VH,Public,16.9,700,9.3,701+,76.3,186,29,601,100,90,6,801+,24.5,801+,9.5,801+,49.2,801+,28.1
616,616,563,American University of the Middle East,Kuwait,Asia,M,SP,MD,Private for Profit,20.7,586,24.1,572,30.6,627,11.4,801+,100,9,35.9,548,70.4,562,10.1,801+,64.9,506=,28
617,616,604,Canadian University Dubai,United Arab Emirates,Asia,S,FO,VH,Private not for Profit,18.2,657,20.1,667,32.2,597,8.5,801+,100,8,100,6,19.2,801+,58.6,293,39.5,801+,28
618,616,680,Universitas Brawijaya,Indonesia,Asia,XL,FC,HI,Public,33.4,367,53.5,223,25.2,725,1.9,801+,49.6,471,3.3,801+,28.8,801+,24,690,60.4,614,28
619,619,609,Peter the Great St. Petersburg Polytechnic University,Russian Federation,Europe,L,CO,VH,Public,14.2,701+,26.6,528,78.6,176,4.3,801+,16.7,794,92.3,157,68.6,602,11.5,801+,53.4,793=,27.9
620,620,678,American University in Dubai,United Arab Emirates,Asia,S,FO,HI,Private for Profit,14.6,701+,32.7,425,20.2,801+,4.2,801+,100,3,100,19,5.3,801+,94.5,76,36.8,801+,27.8
621,620,618,Christian-Albrechts-University zu Kiel,Germany,Europe,L,FC,VH,Public,24.5,505,12.4,701+,51.6,368,18.6,761,32.7,581,13.7,801+,90.9,171,22.5,723,59.5,636=,27.8
622,620,680,HUFS - Hankuk (Korea) University of Foreign Studies,Republic of Korea,Asia,L,CO,HI,Private not for Profit,19.1,626,31,448,85.1,134,2.3,801+,39.5,527,76.2,251,12.2,801+,4.7,801+,61.2,592=,27.8
623,620,591,Illinois Institute of Technology,United States of America,Americas,M,CO,VH,Private not for Profit,15.9,701+,19.2,690,12.1,801+,45.8,410,16.4,800,100,47,30.9,801+,30.6,573,41.4,801+,27.8
624,620,571,Isfahan University of Technology,Iran (Islamic Republic of),Asia,M,FO,VH,Public,7.4,701+,15.8,701+,5.1,801+,94.1,78,1,801+,3.7,801+,58.3,769,11,801+,28.7,801+,27.8
625,620,571,Pontifícia Universidade Católica do Rio de Janeiro,Brazil,Americas,M,CO,VH,Private not for Profit,43.3,278,16.9,701+,18,801+,12.2,801+,13.4,801+,2.6,801+,40.2,801+,81.6,157,46.5,801+,27.8
626,626,515,Lebanese University,Lebanon,Asia,XL,FC,HI,Public,27.3,457,42.2,315,16.6,801+,3,801+,51.9,456,45.1,458,57.3,779,32.3,546,56.8,700=,27.7
627,626,591,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Russian Federation,Europe,M,FO,VH,Public,7.9,701+,30.7,457,99.2,39,7.7,801+,54,437,93.5,151,36.2,801+,25.6,654,,,27.7
628,626,604,University of Eastern Finland,Finland,Europe,L,CO,VH,Public,17.7,675,9.4,701+,40.7,487,35.3,527,39.9,523,11.4,801+,85.8,255,6.6,801+,77.6,258=,27.7
629,629,628,Istanbul University,Türkiye,Asia,XL,FC,HI,Public,28.8,434,48.3,263,4.4,801+,4.4,801+,6.6,801+,19.9,738,73.1,516,71.2,207,61.5,580=,27.6
630,629,628,Universidade de Santiago de Compostela,Spain,Europe,L,CO,VH,Public,35.2,343,17.6,701+,15.5,801+,25.7,659,2.8,801+,11.7,801+,77.5,425,17.3,801+,70.3,393=,27.6
631,629,654,"University of Agriculture, Faisalabad",Pakistan,Asia,XL,CO,VH,Public,6.1,701+,13.5,701+,2,801+,89.8,109,1.6,801+,1.1,801+,76.4,455,3.9,801+,54.2,772=,27.6
632,629,648,University of Tromsø The Arctic University of Norway,Norway,Europe,L,FC,VH,Public,17.9,664,6.7,701+,89.1,112,10.3,801+,74,334,11.6,801+,82.2,332,9.6,801+,53.1,801+,27.6
633,633,597,University of Szeged,Hungary,Europe,L,FC,HI,Private not for Profit,23.4,531,23.3,594,43,457,7.5,801+,15.1,801+,54.2,396,77.4,432,28.8,598,72.8,336=,27.5
634,634,628,Abai Kazakh National Pedagogical University (Abai University),Kazakhstan,Asia,L,CO,HI,Public,26.4,467,34.7,395,79,174,1.3,801+,54.3,435,22.3,707,9.8,801+,17.2,801+,43.2,801+,27.4
635,634,801-850,Azerbaijan State University of Economics (UNEC),Azerbaijan,Asia,M,FO,VH,Public,19.9,606,49.9,253,34.5,564,1.8,801+,60.8,392,19,750,34.6,801+,56.9,308,56.6,708=,27.4
636,634,628,National Chung Hsing University,Taiwan,Asia,L,CO,VH,Public,26.1,472,29,486,23,776,25.9,654,16.7,792,16.6,800,34.9,801+,42.7,432,67.8,439=,27.4
637,634,638,Southern Cross University,Australia,Oceania,M,CO,VH,Public,7.1,701+,5.7,701+,3.3,801+,54.9,319,96.1,169,62.7,340,50.9,801+,8.2,801+,69.5,404=,27.4
638,634,731-740,Yildiz Technical University,Türkiye,Asia,L,FO,VH,Public,13.6,701+,54.2,217,4.3,801+,31,571,8.2,801+,32.8,579,59.5,753,25.3,664,69.6,403,27.4
639,639,664,COMSATS University Islamabad,Pakistan,Asia,XL,CO,VH,Public,15.6,701+,34.9,392,12.8,801+,44.6,427,1.1,801+,1.4,801+,87.8,217,7.9,801+,70.7,388,27.3
640,639,597,Hasselt University,Belgium,Europe,M,FC,HI,Public,8.6,701+,5.7,701+,83.1,148,19.3,745,80.2,300,40.7,503,68.9,595,10.1,801+,58.8,651=,27.3
641,639,650,MGIMO University,Russian Federation,Europe,M,CO,HI,Public,9,701+,50.6,244,100,18,1.6,801+,13.6,801+,55.9,383,6.3,801+,82,154,,,27.3
642,639,609,Nottingham Trent University,United Kingdom,Europe,XL,CO,VH,Public,17.3,687,21.8,634,12.7,801+,11.7,801+,65.2,375,83.4,217,84.5,275,17.5,801+,77.9,252=,27.3
643,643,761-770,Al-Ahliyya Amman University,Jordan,Asia,M,CO,VH,Private not for Profit,19.2,620,23.5,585,16.3,801+,10.1,801+,98.1,145,100,36,48.5,801+,10,801+,53.6,791=,27.2
644,643,581,Comillas Pontifical University,Spain,Europe,M,FO,VH,Private not for Profit,12.3,701+,65.1,165,43.1,453,4.1,801+,29,613,9.4,801+,12.1,801+,92.8,90,53.9,781=,27.2
645,643,546,University of Hawaiʻi at Mānoa,United States of America,Americas,L,FC,VH,Public,20.1,598,5.9,701+,33.2,586,37.8,497,37.2,544,17.5,783,83.9,295,14.3,801+,59.7,628=,27.2
646,646,587,American University,United States of America,Americas,M,CO,VH,Private not for Profit,18.5,646,41.1,329,43.4,452,7.2,801+,25.5,656,22.5,702,34.3,801+,60.2,276,74.7,302=,27.1
647,646,,Institut National Polytechnique de Toulouse,France,Europe,M,SP,HI,Public,6.9,701+,6.3,701+,8.9,801+,88.8,115,,,,,84.1,287,6.1,801+,43.3,801+,27.1
648,646,,Otto-von-Guericke-Universität Magdeburg,Germany,Europe,M,CO,VH,,6.3,701+,5,701+,88.7,113,11.3,801+,64.6,379,96.3,124,65.6,663,6.9,801+,57.8,674=,27.1
649,649,711-720,Asia University Taiwan,Taiwan,Asia,M,FO,VH,Private for Profit,8.6,701+,2.7,701+,5.1,801+,88.2,117,10.6,801+,5.4,801+,62.2,713,3.6,801+,60,618=,27
650,649,697,Beijing University of Chemical Technology,China (Mainland),Asia,S,FO,VH,Public,7.6,701+,13.1,701+,26.3,707,82.7,143,3.8,801+,2.3,801+,40.2,801+,2.5,801+,47.3,801+,27
651,649,628,University of Crete,Greece,Europe,M,CO,VH,Public,21.2,572,16.1,701+,3.7,801+,63.5,253,2.1,801+,8,801+,65,667,12.8,801+,40.5,801+,27
652,652,741-750,The Catholic University of Korea (CUK),Republic of Korea,Asia,M,FC,VH,Private not for Profit,10.5,701+,11.5,701+,94.1,87,36.4,513,4.8,801+,60,363,10.4,801+,3.8,801+,52.1,801+,26.9
653,652,650,Universidad de la República (Udelar),Uruguay,Americas,XL,FC,HI,Public,43.2,280,21.7,636,16.4,801+,2.1,801+,9.2,801+,3.7,801+,55.3,801+,83.1,147,46.3,801+,26.9
654,652,638,"University of Chemistry and Technology, Prague",Czechia,Europe,S,FO,VH,Public,6.9,701+,15.1,701+,99.7,30,16.4,801+,34.8,561,85.6,205,31.4,801+,15.8,801+,43.6,801+,26.9
655,655,613,Applied Science University - Bahrain,Bahrain,Asia,S,FO,VH,Private not for Profit,20.8,583,18.7,701+,49.1,393,5.6,801+,100,14,61.6,350,12.7,801+,50,364,34.6,801+,26.8
656,655,696,Symbiosis International (Deemed University),India,Asia,L,CO,VH,Private not for Profit,11.4,701+,86,85,24.2,749,3.9,801+,21.7,709,25.8,652,59.5,752,8.6,801+,54.4,767=,26.8
657,655,578,Universidad Adolfo Ibáñez,Chile,Americas,M,FO,VH,Private not for Profit,25,489,51.6,239,6.6,801+,7.4,801+,43.3,501,7.2,801+,38.3,801+,68.6,222,56.5,712=,26.8
658,655,731-740,Université de Tunis El Manar,Tunisia,Africa,L,FC,VH,Public,18.5,647,10.9,701+,45.1,435,8.6,801+,67.6,361,18,770,84.1,289,61.6,261,62,575=,26.8
659,659,654,China University of Mining and Technology,China (Mainland),Asia,S,FO,VH,Public,4.4,701+,11.3,701+,23.4,763,86.1,124,,,,,54.9,801+,11,801+,42.5,801+,26.7
660,659,582,Florida International University,United States of America,Americas,XL,FC,VH,Public,23,538,31.1,447,17.5,801+,15.2,801+,24.8,669,17.1,792,87.2,223,25,676,78,250=,26.7
661,659,587,National Central University,Taiwan,Asia,M,CO,VH,Public,26.5,465,35.1,386,26,713,23.6,688,19.4,747,14.8,801+,27.5,801+,21.2,743,64.8,509=,26.7
662,662,668,Chang Gung University,Taiwan,Asia,M,FO,VH,Private not for Profit,9.2,701+,8.9,701+,72.4,203,56.1,313,6,801+,11.4,801+,26.1,801+,4,801+,58,668=,26.6
663,662,684,Comenius University Bratislava,Slovakia,Europe,L,FC,VH,Public,16.7,701+,17.9,701+,56.2,337,6.4,801+,9.2,801+,43.2,475,74.3,494,85.6,125,53.1,801+,26.6
664,662,624,Diponegoro University,Indonesia,Asia,XL,FC,HI,Public,30.7,404,42.1,318,34.5,563,2.3,801+,56.6,422,8.5,801+,27.3,801+,20.6,763,55.7,736=,26.6
665,662,613,Universidad de Concepción,Chile,Americas,L,FC,HI,Private not for Profit,38.4,315,26.6,530,18.4,801+,10.4,801+,12.6,801+,2.5,801+,66.6,641,15.6,801+,72.1,350=,26.6
666,662,801-850,Universita' Politecnica delle Marche,Italy,Europe,M,FO,VH,Public,10.4,701+,9.8,701+,13.8,801+,66,237,9.8,801+,14.4,801+,77,440,5.5,801+,67.8,439=,26.6
667,662,635,University of Portsmouth,United Kingdom,Europe,L,CO,VH,Public,10.6,701+,12.9,701+,10.6,801+,25.6,661,78.4,309,90.1,178,84.8,272,12.7,801+,64.8,509=,26.6
668,668,,École Centrale de Lyon,France,Europe,M,FO,VH,,5.5,701+,31.8,439,2.5,801+,82.3,147,,,,,42.3,801+,22.4,724,28.3,801+,26.5
669,669,711-720,Toronto Metropolitan University (formerly Ryerson University),Canada,Americas,XL,CO,VH,Public,14.9,701+,22.9,609,1.9,801+,43.2,437,39,529,21.4,720,68.7,600,17,801+,72.9,331=,26.4
670,670,643,Abo Akademi University,Finland,Europe,M,CO,VH,Public,10.5,701+,8.9,701+,20.1,801+,48.1,386,57.9,414,41.4,493,64,684,18.8,798,46.5,801+,26.3
671,670,676,Beirut Arab University,Lebanon,Asia,S,FC,HI,Private not for Profit,16.1,701+,14.3,701+,30.8,619,8.8,801+,96,170,61,355,30.7,801+,73.3,198,53.8,788,26.3
672,670,673,East China University of Science and Technology,China (Mainland),Asia,XL,CO,VH,Public,11.4,701+,17.5,701+,13.8,801+,74.7,182,2.9,801+,2.9,801+,44.7,801+,11.4,801+,42.7,801+,26.3
673,670,668,Lehigh University,United States of America,Americas,M,CO,VH,Private not for Profit,8.5,701+,8.9,701+,29.8,645,33,553,75.2,326,36.1,547,43.6,801+,57.6,302,69.1,408=,26.3
674,670,642,University of Fribourg,Switzerland,Europe,M,CO,VH,Public,15.5,701+,6.9,701+,16.7,801+,18.7,760,99.9,110,41.8,489,59.1,758,56.6,312,72.3,347=,26.3
675,675,701-710,Nanjing University of Science and Technology,China (Mainland),Asia,XL,CO,VH,Public,9.2,701+,15,701+,15.3,801+,78.3,167,5,801+,2.4,801+,46.4,801+,6.2,801+,44.8,801+,26.2
676,675,673,Stevens Institute of Technology,United States of America,Americas,M,FO,VH,Private not for Profit,4.3,701+,13.7,701+,8.4,801+,56.2,311,53,443,96.4,123,21.2,801+,18,801+,52.3,801+,26.2
677,677,851-900,China University of Geosciences,China (Mainland),Asia,L,FO,VH,Public,8.6,701+,10.7,701+,47.3,413,60.7,273,1.7,801+,4,801+,73.5,513,2.4,801+,44.6,801+,26.1
678,677,613,City University of New York,United States of America,Americas,XL,FC,VH,Public,28.6,436,46.3,289,18,801+,4.4,801+,3.5,801+,7.4,801+,91.2,163,27.8,607,52.7,801+,26.1
679,677,701-710,Jeonbuk National University,Republic of Korea,Asia,L,FC,VH,Public,18.2,658,12.4,701+,77.4,179,24.3,678,15,801+,28.6,617,33.5,801+,4.9,801+,67.9,436=,26.1
680,677,721-730,Prince Sattam Bin Abdulaziz University,Saudi Arabia,Asia,L,CO,VH,Public,6.5,701+,5.1,701+,64.9,267,25.3,667,99.5,120,12.9,801+,95.2,88,3.9,801+,49.8,801+,26.1
681,677,622,University of New Brunswick,Canada,Americas,M,CO,VH,Public,7.5,701+,10.8,701+,17.4,801+,40.2,471,75.7,323,58.5,371,47,801+,27.1,616,66.8,466=,26.1
